file,p_up,signal,position,return,cost,pnl,cum_pnl,peak,dd
601933.csv,0.4444478322743648,-1.0,-0.36787944117144233,0.01606826551047824,0.0002860625256836417,-0.006197247062272738,0.012497573804257318,0.052319313300260524,-0.039821739496003206
601933.csv,0.4142848406636145,-1.0,-0.36787944117144233,0.012162889189620607,0.00013019427800132314,-0.004604671156109129,0.007892902648148188,0.052319313300260524,-0.044426410652112336
601933.csv,0.4387390363500677,-1.0,-0.36787944117144233,-0.00017634898450480385,0.00013477397829951072,-6.989881242873213e-05,0.007823003835719456,0.052319313300260524,-0.04449630946454107
601933.csv,0.44659548344157723,-1.0,-1.0,-0.016663253462802396,0.0005752730824565472,0.01608798038034585,0.023910984216065308,0.052319313300260524,-0.028408329084195216
601933.csv,0.5892395841107753,1.0,1.0,-0.016531232173515154,0.0006202303351430514,-0.017151462508658205,0.006759521707407103,0.052319313300260524,-0.04555979159285342
601933.csv,0.5542965397530079,1.0,1.0,0.003464970927737454,0.0006998837849024807,0.0027650871428349733,0.009524608850242075,0.052319313300260524,-0.04279470445001845
601933.csv,0.5779115323706123,1.0,1.0,-0.022795662318150667,0.0010928486126281912,-0.02388851093077886,-0.014363902080536783,0.052319313300260524,-0.0666832153807973
300170.csv,0.42453361887632146,-1.0,-1.0,-0.03313515727626681,0.007770644077863594,0.02536451319840322,0.011000611117866436,0.052319313300260524,-0.041318702182394085
300170.csv,0.4118749861061836,-1.0,-0.8651714477432055,-0.012690777767069505,0.006932310650906869,0.004047387922815941,0.015047999040682377,0.052319313300260524,-0.03727131425957815
300170.csv,0.34520687740088235,-1.0,-0.5488116360940265,-0.003437739900804093,0.004475295074778113,-0.0025886234153521025,0.012459375625330275,0.052319313300260524,-0.03985993767493025
300170.csv,0.36231446513311394,-1.0,-0.8651714477432055,-0.00664644880845211,0.006809239354352728,-0.001058921616393112,0.011400454008937164,0.052319313300260524,-0.040918859291323356
300170.csv,0.32816689202942106,-1.0,-0.36787944117144233,0.016639968850025166,0.0030146547796974484,-0.009136157221354914,0.00226429678758225,0.052319313300260524,-0.050055016512678276
300170.csv,0.4377124312385227,-1.0,-1.0,-0.03938335152334638,0.009797229665070085,0.02958612185827629,0.03185041864585854,0.052319313300260524,-0.020468894654401985
300170.csv,0.3758921293406964,-1.0,-0.44932896411722156,-0.05098334815447636,0.004406394037423986,0.018501900976054537,0.050352319621913076,0.052319313300260524,-0.001966993678347448
300170.csv,0.3952059696874688,-1.0,-1.0,0.011774350667093092,0.010080277839422502,-0.021854628506515594,0.028497691115397482,0.052319313300260524,-0.023821622184863042
300170.csv,0.4134642771357662,-1.0,-0.5819450157646893,0.03983006381048648,0.005039276099289148,-0.028218183211391284,0.00027950790400619804,0.052319313300260524,-0.05203980539625433
300170.csv,0.37570213059427915,-1.0,-0.5488116360940265,0.05803325732178166,0.004833183204226479,-0.03668251010285912,-0.036403002198852924,0.052319313300260524,-0.08872231549911344
300170.csv,0.3861545094206783,-1.0,-1.0,-0.00013883502779998835,0.008743879440315327,-0.008605044412515339,-0.045008046611368265,0.052319313300260524,-0.09732735991162879
300170.csv,0.34104243440033694,-1.0,-0.36787944117144233,-0.07098956750413432,0.0031752015431669657,0.02294040087925635,-0.022067645732111913,0.052319313300260524,-0.07438695903237244
300170.csv,0.3797913410560033,-1.0,-0.6703200460356393,-0.01990439543061484,0.004077795437025597,0.009264519824335713,-0.0128031259077762,0.052319313300260524,-0.06512243920803673
300170.csv,0.4196514065601963,-1.0,-1.0,0.013420990303235403,0.0072462957710821545,-0.02066728607431756,-0.03347041198209376,0.052319313300260524,-0.08578972528235429
300170.csv,0.3928736215283282,-1.0,-1.0,0.025073329896367014,0.007056059452299114,-0.032129389348666125,-0.06559980133075988,0.052319313300260524,-0.1179191146310204
300170.csv,0.38007259538668003,-1.0,-0.8187307530779818,0.044615079944408276,0.0056486316104060975,-0.04217636961192585,-0.10777617094268573,0.052319313300260524,-0.16009548424294626
300170.csv,0.3444793026961258,-1.0,-0.44932896411722156,0.02572914307812102,0.0029886030680210166,-0.014549452274936916,-0.12232562321762264,0.052319313300260524,-0.17464493651788315
